text,label
Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Considere exemplos práticos. Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Considere exemplos práticos. Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito,escolar_sociologia
Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas,escolar_sociologia
Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Considere exemplos práticos. Explique com clareza. Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial,escolar_geografia
Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Considere exemplos práticos. Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Considere exemplos práticos.,escolar_quimica
Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Explique com clareza. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Explique com clareza.,escolar_sociologia
Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências,escolar_sociologia
Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Considere exemplos práticos. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Explique com clareza. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Considere exemplos práticos. Explique com clareza.,escolar_matematica
"Observe a obra apresentada e analise composição, cor e técnica Considere exemplos práticos. Explique com clareza. Observe a obra apresentada e analise composição, cor e técnica Considere exemplos práticos. Observe a obra apresentada e analise composição, cor e técnica Produza uma crítica conectando à história da arte Observe a obra apresentada e analise composição, cor e técnica",escolar_arte
Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Considere exemplos práticos. Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Considere exemplos práticos. Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Explique com clareza. Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Considere exemplos práticos. Explique com clareza. Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Considere exemplos práticos.,escolar_sociologia
"Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Considere exemplos práticos. Explique com clareza. Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Explique com clareza. Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Considere exemplos práticos. Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Considere exemplos práticos. Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Considere exemplos práticos.",escolar_matematica
Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Explique com clareza. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Explique com clareza. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Considere exemplos práticos. Explique com clareza. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado,escolar_matematica
Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Considere exemplos práticos. Explique com clareza. Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas Analise um caso de estudo sobre instituições sociais e proponha soluções fundamentadas,escolar_sociologia
Resolva os problemas apresentados mostrando todos os cálculos e explicando cada passo do raciocínio Resolva os problemas apresentados mostrando todos os cálculos e explicando cada passo do raciocínio Resolva os problemas apresentados mostrando todos os cálculos e explicando cada passo do raciocínio Considere exemplos práticos. Resolva os problemas apresentados mostrando todos os cálculos e explicando cada passo do raciocínio,escolar_matematica
"Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Explique com clareza. Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Explique com clareza. Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Explique com clareza.",escolar_matematica
Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Considere exemplos práticos. Explique com clareza. Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Considere exemplos práticos. Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra,escolar_arte
"Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos",escolar_geografia
"Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Considere exemplos práticos. Explique com clareza. Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados",escolar_quimica
Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Considere exemplos práticos. Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão,escolar_portugues
"Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Explique com clareza. Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados",escolar_quimica
Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Considere exemplos práticos. Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Considere exemplos práticos. Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra,escolar_arte
"Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Explique com clareza. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Explique com clareza.",escolar_geografia
"Observe a obra apresentada e analise composição, cor e técnica Observe a obra apresentada e analise composição, cor e técnica Considere exemplos práticos. Observe a obra apresentada e analise composição, cor e técnica Produza uma crítica conectando à história da arte Produza uma crítica conectando à história da arte Observe a obra apresentada e analise composição, cor e técnica Observe a obra apresentada e analise composição, cor e técnica",escolar_arte
Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Considere exemplos práticos. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado,escolar_matematica
Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Explique com clareza. Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Explique com clareza. Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Considere exemplos práticos. Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Considere exemplos práticos. Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial,escolar_geografia
Leia o texto e responda às questões Explique com clareza. Analise a função da linguagem predominante e justifique com exemplos do texto Considere exemplos práticos. Analise a função da linguagem predominante e justifique com exemplos do texto Considere exemplos práticos. Analise a função da linguagem predominante e justifique com exemplos do texto Explique com clareza. Analise a função da linguagem predominante e justifique com exemplos do texto Considere exemplos práticos. Leia o texto e responda às questões Considere exemplos práticos. Explique com clareza.,escolar_portugues
Discuta processos de urbanização e impactos socioambientais com exemplos locais Discuta processos de urbanização e impactos socioambientais com exemplos locais Considere exemplos práticos. Explique com clareza. Discuta processos de urbanização e impactos socioambientais com exemplos locais Considere exemplos práticos. Explique com clareza. Discuta processos de urbanização e impactos socioambientais com exemplos locais Considere exemplos práticos. Explique com clareza. Discuta processos de urbanização e impactos socioambientais com exemplos locais,escolar_geografia
"Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Explique com clareza. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos.",escolar_geografia
"Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Considere exemplos práticos. Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática Analise os sistemas e funções apresentados, apresentando soluções detalhadas e conclusão sobre aplicação prática",escolar_matematica
Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Considere exemplos práticos. Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Considere exemplos práticos. Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Considere exemplos práticos.,escolar_portugues
Analise a função da linguagem predominante e justifique com exemplos do texto Analise a função da linguagem predominante e justifique com exemplos do texto Leia o texto e responda às questões Leia o texto e responda às questões Leia o texto e responda às questões Explique com clareza.,escolar_portugues
Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Explique com clareza. Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial Interprete gráficos sobre uso da terra e proponha estratégias de planejamento territorial,escolar_geografia
Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Explique com clareza. Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Considere exemplos práticos.,escolar_arte
Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Explique com clareza. Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito,escolar_sociologia
"Observe a obra apresentada e analise composição, cor e técnica Produza uma crítica conectando à história da arte Observe a obra apresentada e analise composição, cor e técnica Observe a obra apresentada e analise composição, cor e técnica Considere exemplos práticos. Produza uma crítica conectando à história da arte Considere exemplos práticos. Produza uma crítica conectando à história da arte",escolar_arte
Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências,escolar_sociologia
Interprete o poema apresentado e explique os recursos estilísticos utilizados pelo autor Relacione com o sentido geral do poema Interprete o poema apresentado e explique os recursos estilísticos utilizados pelo autor Interprete o poema apresentado e explique os recursos estilísticos utilizados pelo autor Interprete o poema apresentado e explique os recursos estilísticos utilizados pelo autor Interprete o poema apresentado e explique os recursos estilísticos utilizados pelo autor Explique com clareza.,escolar_portugues
"Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Explique com clareza. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos",escolar_geografia
Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Considere exemplos práticos. Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Considere exemplos práticos. Explique com clareza. Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Explique com clareza. Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão,escolar_portugues
Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos.,escolar_sociologia
Interprete o poema apresentado e explique os recursos estilísticos utilizados pelo autor Relacione com o sentido geral do poema Considere exemplos práticos. Explique com clareza. Relacione com o sentido geral do poema Considere exemplos práticos. Relacione com o sentido geral do poema Considere exemplos práticos.,escolar_portugues
"Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos",escolar_geografia
Discuta processos de urbanização e impactos socioambientais com exemplos locais Considere exemplos práticos. Discuta processos de urbanização e impactos socioambientais com exemplos locais Discuta processos de urbanização e impactos socioambientais com exemplos locais Discuta processos de urbanização e impactos socioambientais com exemplos locais Considere exemplos práticos. Discuta processos de urbanização e impactos socioambientais com exemplos locais Considere exemplos práticos.,escolar_geografia
Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Considere exemplos práticos. Descreva técnicas artísticas utilizadas e discuta como contribuem para a mensagem da obra Considere exemplos práticos. Explique com clareza.,escolar_arte
"Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Explique com clareza. Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados Considere exemplos práticos. Resolva exercícios sobre ácido-base, mostrando cálculos e interpretação dos resultados",escolar_quimica
Analise a função da linguagem predominante e justifique com exemplos do texto Considere exemplos práticos. Leia o texto e responda às questões Explique com clareza. Leia o texto e responda às questões Leia o texto e responda às questões Analise a função da linguagem predominante e justifique com exemplos do texto Analise a função da linguagem predominante e justifique com exemplos do texto,escolar_portugues
Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Explique com clareza. Identifique reagentes e produtos na reação e explique o processo químico detalhadamente Identifique reagentes e produtos na reação e explique o processo químico detalhadamente,escolar_quimica
Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Explique com clareza. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado,escolar_matematica
Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Considere exemplos práticos. Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Considere exemplos práticos. Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito Leia o texto sociológico e compare duas teorias que explicam o fenômeno social descrito,escolar_sociologia
Analise processos de oxirredução e explique os papéis de agentes químicos envolvidos Analise processos de oxirredução e explique os papéis de agentes químicos envolvidos Analise processos de oxirredução e explique os papéis de agentes químicos envolvidos Analise processos de oxirredução e explique os papéis de agentes químicos envolvidos Analise processos de oxirredução e explique os papéis de agentes químicos envolvidos,escolar_quimica
"Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Explique com clareza. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos. Explique com clareza. Analise o mapa e identifique padrões geográficos e climáticos, comentando impactos humanos Considere exemplos práticos.",escolar_geografia
Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão Explique com clareza. Faça um resumo do texto em até três parágrafos e responda questões sobre sinonímia e coesão,escolar_portugues
Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Explique com clareza. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Explique com clareza.,escolar_sociologia
Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Explique com clareza. Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Efetue cálculos de geometria e probabilidade conforme o enunciado e escreva comentários sobre o método empregado Considere exemplos práticos.,escolar_matematica
Interprete o poema apresentado e explique os recursos estilísticos utilizados pelo autor Explique com clareza. Relacione com o sentido geral do poema Relacione com o sentido geral do poema Considere exemplos práticos. Relacione com o sentido geral do poema Relacione com o sentido geral do poema Relacione com o sentido geral do poema Relacione com o sentido geral do poema,escolar_portugues
Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos.,escolar_sociologia
Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Considere exemplos práticos. Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências Desenvolva uma resposta sobre o papel da cultura na reprodução social com exemplos e referências,escolar_sociologia
